Sup_ID;Adresse;LAT;LON;Act;Syst. 4G;Activations 4G;Syst. 5G;Activations 5G;PLMN;Azimuths
9940928985;9940928985;39.0809194;-9.2575586;1;900,2100;2022/02/31,2022/02/31;;;26806;
9940928985;9940928985;39.0809194;-9.2575586;1;900,1800;2022/02/31,2022/02/31;;;26802;
9986929171;9986929171;39.0853524;-9.2600569;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9986929171;9986929171;39.0853524;-9.2600569;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9986929171;9986929171;39.0853524;-9.2600569;1;900,1800;2022/02/31,2022/02/31;;;26802;
2817026182;2817026182;39.0971287;-9.2699049;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
2817026182;2817026182;39.0971287;-9.2699049;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9940928986;9940928986;39.0912104;-9.2574057;1;900,2100;2022/02/31,2022/02/31;;;26806;
9940928986;9940928986;39.0912104;-9.2574057;1;900,1800;2022/02/31,2022/02/31;;;26802;
10154898664;10154898664;39.0912416;-9.2574279;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
10154898664;10154898664;39.0912416;-9.2574279;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9672724593;9672724593;39.0833617;-9.2494959;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9672724593;9672724593;39.0833617;-9.2494959;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9705782092;9705782092;39.1016674;-9.2530055;1;900,2100;2022/02/31,2022/02/31;;;26806;
